id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
958,"Bright, Modern Garden Unit - 1BR/1B",1169,Holly,,Western Addition,37.76931,-122.43386,Entire home/apt,170,1,233,2020-01-05,1.81,1,54
5858,Creative Sanctuary,8904,Philip And Tania,,Bernal Heights,37.74511,-122.42102,Entire home/apt,235,30,111,2017-08-06,0.85,1,0
7918,A Friendly Room - UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76669,-122.4525,Private room,65,32,18,2019-09-10,0.14,9,342
8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76487,-122.45183,Private room,65,32,8,2018-09-12,0.12,9,365
8339,Historic Alamo Square Victorian,24215,Rosy,,Western Addition,37.77525,-122.43637,Entire home/apt,741,5,28,2019-06-28,0.22,2,365
8739,"Mission Sunshine, with Private Bath",7149,Ivan & Wendy,,Mission,37.75919,-122.42237,Private room,139,1,726,2020-02-03,5.66,2,139
9225,Artful Potrero Separate Floor with Garden,29674,Gae,,Potrero Hill,37.76259,-122.40543,Private room,135,1,531,2020-02-08,4.23,1,327
10251,Victorian Suite in Inner Mission,35199,Roman & Sarah,,Mission,37.75874,-122.41327,Entire home/apt,158,30,337,2019-05-27,2.66,1,365
10578,Classic Nob Hill Studio - Roof Deck,37049,Andrew,,Nob Hill,37.79143,-122.41544,Entire home/apt,120,30,18,2015-05-17,0.18,1,344
10820,Haight Buena Vista Park Garden 3BR,38836,Bernat,,Haight Ashbury,37.77187,-122.43859,Entire home/apt,177,30,37,2018-12-01,0.29,37,201
10824,Victorian House in Hayes Valley - 3BED-2BA,38836,Bernat,,Western Addition,37.77355,-122.42436,Entire home/apt,194,30,15,2019-08-18,0.15,37,286
10832,Union Square Modern Loft,38836,Bernat,,Downtown/Civic Center,37.78574,-122.40798,Entire home/apt,139,30,20,2019-11-12,0.23,37,341
12041,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.77019,-122.44594,Private room,85,32,6,2018-09-20,0.06,9,365
12042,Sunny/Sunset view room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.76894,-122.44778,Private room,85,32,5,2015-10-18,0.06,9,365
12522,Perfectly located Castro,18431,Brenda,,Castro/Upper Market,37.76075,-122.43032,Private room,79,3,423,2020-02-04,3.45,1,28
12584,"Views, sun, 12 ft ceilings, decks, 2BR work/sleep",49383,Tom,,Inner Sunset,37.76203,-122.45455,Entire home/apt,117,30,17,2019-08-31,0.19,1,365
14125,Gallery Residence,55475,Olivia,,Mission,37.75491,-122.42246,Entire home/apt,215,3,120,2020-01-15,0.98,1,250
17132,Luxury 2BR suite with waterview,43185,Hijin + David,,South of Market,37.78647,-122.39072,Entire home/apt,450,30,14,2016-09-29,0.13,1,325
18231,Loft-like Apt./Garden (monthly only available),70224,Arlene & Leon,,Noe Valley,37.74888,-122.42982,Entire home/apt,107,30,62,2019-05-31,0.53,1,359
18904,Lower Haight Urban Zen with private bath,72464,Patrick,,Western Addition,37.77252,-122.43216,Private room,110,2,409,2020-02-06,4.10,2,74
21334,Studio loft on top of Russian Hill,81455,Joe,,Nob Hill,37.7958,-122.41533,Entire home/apt,125,30,119,2019-02-05,1.00,1,349
21914,A Friendly Room Apt. Style-UCSF/USF-San Francisco,21994,Aaron,,Haight Ashbury,37.7648,-122.45251,Private room,65,32,14,2017-08-16,0.14,9,365
23611,Bernal Heights Gem with Fab Views !,18732,Cecilia,,Bernal Heights,37.74556,-122.41207,Private room,98,3,254,2020-01-15,2.12,2,298
23630,Castro Guest Suite With Continental Breakfast,93257,Daniel,,Castro/Upper Market,37.75963,-122.44143,Entire home/apt,155,3,406,2020-01-29,3.45,1,223
24463,"Potrero Hill ""Nest"" Quiet, Comfy & Convenient",99128,Cathryn,,Potrero Hill,37.75645,-122.3991,Private room,156,2,303,2020-01-31,2.56,2,159
24685,Castro/Haight San Francisco,100567,Alison,,Haight Ashbury,37.77162,-122.43836,Private room,79,1,204,2020-02-09,1.75,1,258
24723,Apartment-like rooms in PacHeights,100800,Cynthia,,Western Addition,37.78716,-122.43386,Entire home/apt,195,5,326,2020-02-05,2.72,2,64
25094,San Francisco's Luxury Oasis On Noe,103339,Bruce,,Noe Valley,37.74188,-122.43122,Private room,150,5,41,2020-01-17,0.92,1,349
25463,Modern Zen in the Lower Haight,72464,Patrick,,Western Addition,37.77729,-122.43421,Private room,110,2,440,2020-02-03,3.89,2,53
25662,"Convenient, quiet, private",106005,Gayle,,Potrero Hill,37.76212,-122.39541,Private room,125,4,317,2020-02-06,2.72,1,313
26408,Huge Central Victorian/Alamo Square,111141,Isabella,,Western Addition,37.77478,-122.4315,Entire home/apt,450,3,35,2019-12-28,0.34,1,3
27025,Modernized Edwardian Apartment in the Castro/Eureka Valley,115673,Luis,,Castro/Upper Market,37.76298,-122.43136,Entire home/apt,145,30,132,2019-09-15,1.11,1,189
27028,Secret Mission Garden,7149,Ivan & Wendy,,Mission,37.76098,-122.42158,Private room,199,1,29,2019-11-21,0.50,2,0
29373,Sunny house with garden,126263,Cecilia,,Bernal Heights,37.73729,-122.41163,Entire home/apt,217,4,17,2020-01-21,0.16,2,0
29557,gigi's bed and breakfast,126036,Gigi,,Outer Richmond,37.77931,-122.50518,Entire home/apt,155,2,64,2020-01-01,0.55,1,282
32414,"Cozy, Sunny and Private Space",140251,Lisa,,Bernal Heights,37.74025,-122.41259,Entire home/apt,150,30,94,2019-09-29,0.80,1,214
33578,Potrero Hill Garden Lookout,145258,Kepa,,Potrero Hill,37.76526,-122.3973,Entire home/apt,240,1,592,2020-02-09,5.17,2,330
39174,Bette's New Place,127367,Annette,,Noe Valley,37.7483,-122.42488,Entire home/apt,107,30,21,2019-09-30,0.20,18,365
39418,"Comfortable Home Base, Bernal Heights",169184,Therese And Nelson,,Bernal Heights,37.74093,-122.42055,Entire home/apt,94,60,22,2019-08-20,0.21,2,72
40092,Cute Private Apt in the hip Mission,172182,Brian & Leah,,Mission,37.76016,-122.41969,Entire home/apt,108,30,97,2019-03-19,0.85,2,0
40138,Peaceful room in yoga teacher's colorful apt.,172306,Ay,,Presidio Heights,37.78255,-122.44844,Private room,67,30,139,2020-01-11,1.24,1,198
41055,Cozy Castro Cottage with Cat,178043,Chas,,Castro/Upper Market,37.76125,-122.43335,Entire home/apt,159,4,56,2020-01-17,0.49,2,0
41172,Sue's Place,53314,Sue,,Bernal Heights,37.74083,-122.41763,Private room,130,3,262,2019-12-13,2.28,1,327
41399,"Heart of San Francisco, the Mission",180530,Anton,,Mission,37.75611,-122.41866,Entire home/apt,290,30,81,2020-01-13,0.91,1,220
41423,Guest Cottage - SF,180715,Dana,,Glen Park,37.73557,-122.43302,Entire home/apt,136,30,149,2019-12-13,1.29,1,353
42403,Captain's Quarters,127367,Annette,,Bernal Heights,37.73356,-122.41851,Entire home/apt,85,30,6,2017-06-01,0.06,18,365
42408,"Crows Nest,Charming Jr. One Bedroom",127367,Annette,,Bernal Heights,37.73404,-122.41781,Entire home/apt,85,30,4,2016-04-06,0.04,18,265
42577,Garden View Hideaway - PET FRIENDLY,127367,Annette,,Potrero Hill,37.75447,-122.38813,Entire home/apt,150,30,2,2017-08-20,0.03,18,365
43778,Lyon's Den,127367,Annette,,Haight Ashbury,37.77272,-122.44084,Entire home/apt,110,30,8,2018-07-14,0.07,18,337
44032,Secret Lounge in The Mission,98733,David + Tina,,Mission,37.75145,-122.41207,Entire home/apt,95,30,284,2019-12-08,2.46,2,147
44680,Cute Noe/Mission Apartment,196626,Paul,,Mission,37.75121,-122.42165,Entire home/apt,175,30,3,2010-10-04,0.03,1,173
45299,Private Castro Studio with 2 beds,178043,Chas,,Castro/Upper Market,37.76068,-122.43331,Entire home/apt,116,3,148,2020-02-01,1.28,2,5
45956,Central in SF - Victorian Classic Home - 5 Stars,202591,Jeffrey,,Western Addition,37.77248,-122.43016,Private room,125,2,172,2020-02-09,1.93,1,84
47486,CACTUS COTTAGE  with easy parking/public transp.,215133,Richard,,Ocean View,37.72536,-122.46861,Entire home/apt,78,30,33,2020-01-14,0.29,1,275
47682,One-bedroom apt.  Lafayette Park,216682,Jay,,Pacific Heights,37.7925,-122.42431,Entire home/apt,120,30,28,2020-01-05,0.24,9,365
51374,2BR in heart of SF. Golden views!,236023,Tom,,Inner Sunset,37.76519,-122.45613,Entire home/apt,9999,365,8,2012-11-13,0.07,1,365
51557,Centrally Located Victorian Apartment,237200,Len,,Western Addition,37.77121,-122.42834,Entire home/apt,119,30,107,2019-09-05,0.94,1,240
51773,Prime Location - Small Cozy Room,216682,Jay,,Pacific Heights,37.79312,-122.426,Private room,55,30,163,2019-10-17,1.53,9,348
53280,Large & sunny room with bath + yard,126263,Cecilia,,Bernal Heights,37.73878,-122.41189,Private room,90,3,145,2019-12-15,1.28,2,228
53934,"Urban Rainbow: Artsy, Downtown Condo",252376,Megan,,Downtown/Civic Center,37.78775,-122.41634,Entire home/apt,149,30,233,2019-12-13,2.05,2,185
54518,Financial District Corporate Condo,255971,Kathy,,Financial District,37.7933,-122.40079,Entire home/apt,185,30,19,2019-11-22,0.18,1,259
54634,Studio Apartment Lafayette Park,216682,Jay,,Pacific Heights,37.79166,-122.4265,Entire home/apt,115,30,40,2019-07-18,0.35,9,347
55632,"❤️Stunning Luxury Apt, 5 star reviews, Laundry,",262875,Paul & Debbie,,Outer Richmond,37.77959,-122.48619,Entire home/apt,112,30,10,2017-05-21,0.09,2,156
55636,"❤️ Super luxury Apt, Great View,  5 Star Reviews",262875,Paul & Debbie,,Twin Peaks,37.74889,-122.44479,Entire home/apt,116,30,27,2019-04-21,0.24,2,254
56621,Prime Location - Large Private Room,216682,Jay,,Pacific Heights,37.79216,-122.42458,Private room,55,30,123,2019-08-24,1.09,9,292
56715,Downtown Rainbow,252376,Megan,,Downtown/Civic Center,37.78816,-122.41722,Entire home/apt,187,2,91,2019-12-31,0.81,2,1
57479,Beautiful Alamo Park flat w deck,210882,Gaurav,,Haight Ashbury,37.77459,-122.43923,Entire home/apt,200,90,152,2018-02-25,1.35,1,363
57561,"Bernal Heights Apartment, Patio + Parking",272890,Theodore,,Bernal Heights,37.7472,-122.41443,Entire home/apt,175,30,216,2019-10-05,1.92,1,0
57676,"Bartlett Gardens: Spacious, bright!",142882,Jessica And Sebouh,,Mission,37.75762,-122.41933,Private room,99,30,122,2019-09-21,1.14,3,0
58185,Quiet Home in the Trees of Forest Knolls,278102,Brooke,,Inner Sunset,37.75504,-122.45871,Entire home/apt,350,2,2,2019-08-12,0.22,1,81
59314,$3650 Condo near Moscone and Mission Bay,284785,Angela,,South of Market,37.77698,-122.41047,Entire home/apt,225,30,129,2018-11-28,1.16,1,173
59381,Ultra Panoramic View Contemporary,285168,Bill,,Russian Hill,37.8031,-122.41596,Private room,109,2,247,2020-02-01,2.32,4,68
59702,Garden Cottage Charming!,287136,Toby,,Bernal Heights,37.74209,-122.41409,Private room,150,30,192,2019-07-20,1.82,1,349
59831,Lovely quiet private room in Home ,287859,Lawrence,,Outer Sunset,37.75674,-122.49178,Private room,100,60,1,2011-05-23,0.01,1,365
60365,Charming Victorian 3-Bedrms-2Baths + Free Parking!,279544,Emilie,,Western Addition,37.76966,-122.43496,Entire home/apt,495,4,209,2019-12-26,1.88,2,38
62519,Lovely Room in Charming Edwardian,304426,Abhay,,Glen Park,37.74183,-122.42993,Private room,85,2,37,2019-10-14,0.61,2,0
62651,GORGEOUS SAN FRANCISCO HOME,185923,Agnieszka,,Mission,37.76245,-122.42432,Entire home/apt,950,3,55,2019-09-28,0.53,1,331
63247,Lovely open plan en-suite bed/bath,290120,Anne,,Mission,37.74926,-122.41398,Entire home/apt,166,2,376,2020-01-24,3.37,1,351
64165,Great room in a fantastic location!,237691,Regina,,Marina,37.80317,-122.42874,Private room,90,30,68,2020-02-11,0.65,3,365
66119,Large garden studio  apt. near Golden Gate Park,52862,Joe,,Inner Richmond,37.77798,-122.47812,Entire home/apt,80,30,98,2019-10-19,0.94,2,304
66188,Spectacular Sutro Heights,127367,Annette,,Outer Richmond,37.77719,-122.50906,Entire home/apt,216,30,13,2019-10-13,0.12,18,316
66664,lovely 1 BEDROOM: GG Park/UCSF,252184,Oded,,Inner Sunset,37.7571,-122.46594,Entire home/apt,90,30,44,2017-04-04,0.40,1,29
68239,Beautiful 1bdr apt by Dolores Park in Mission,337833,Philipp,,Mission,37.75426,-122.42387,Entire home/apt,326,30,39,2020-01-18,0.36,1,316
69410,Private 1BR Inner Richmond Apt,347624,Patrick,,Inner Richmond,37.77442,-122.46319,Entire home/apt,80,30,52,2019-04-12,0.49,1,358
69549,MISSION Outr BedRm3+Fridge+PvtBath ,305973,Maria,,Excelsior,37.73027,-122.42644,Private room,46,30,39,2018-06-01,0.36,14,274
69553,MISSION Outr BedRmU3+MinFridge,305973,Maria,,Excelsior,37.73128,-122.42478,Private room,47,30,27,2019-08-12,0.25,14,365
69681,Panorama Pacific View - Pet Friendly,127367,Annette,,Seacliff,37.77707,-122.50923,Entire home/apt,185,30,7,2018-01-14,0.07,18,365
70139,Noe Valley Eco-Escape +Maid Service,354456,Rachel,,Bernal Heights,37.74527,-122.42424,Entire home/apt,108,30,10,2016-08-20,0.10,1,41
70284,Monthly Shared Home for Students 1,329072,Darren & Friends,,Chinatown,37.79364,-122.40635,Shared room,30,30,15,2019-09-17,0.14,20,365
70753,Dorm Bed In Friendly Hostel Community #1,329072,Darren & Friends,,Financial District,37.79447,-122.4045,Shared room,45,1,400,2019-12-31,3.64,20,73
71645,Bernal Heights Northslope Studio,367464,Jeff,,Bernal Heights,37.74578,-122.40841,Private room,109,3,149,2020-01-27,3.10,1,274
71779,ｽﾀｼﾞｵｱﾊﾟｰﾄ,368770,Fukuko,,Inner Richmond,37.77625,-122.46466,Entire home/apt,80,30,2,2011-09-30,0.02,1,365
72365,Cozy loft in the center of SF. F1A,374909,Eric,,Western Addition,37.77518,-122.43334,Entire home/apt,90,30,98,2019-11-27,0.90,13,182
72444,Dorm Bed In Friendly Hostel Community #2,329072,Darren & Friends,,Financial District,37.79309,-122.40443,Shared room,45,1,405,2020-01-23,3.75,20,51
72921,Wonderful private 1 bedroom apt. F6,374909,Eric,,Western Addition,37.77588,-122.43143,Entire home/apt,105,30,52,2019-04-30,0.48,13,346
74451,Views of SF from a nice studio F5,374909,Eric,,Western Addition,37.77388,-122.43298,Entire home/apt,100,30,19,2019-06-01,0.19,13,316
74758, Mission Outr Rustic Pvt Bedroom ,305973,Maria,,Excelsior,37.73137,-122.42532,Private room,35,30,35,2019-08-10,0.32,14,365
75422,Mission Outr CozyBedRm4+Minfridge,305973,Maria,,Excelsior,37.73128,-122.42473,Private room,40,30,9,2018-07-09,0.09,14,339
75423,Mission Outr Big Precious Roomy Room,305973,Maria,,Excelsior,37.73048,-122.42494,Private room,45,30,35,2019-08-10,0.33,14,341
77175,Private Studio w/ Kitchenette &Bath,395569,Tyler&Shoreh,,Glen Park,37.73838,-122.43375,Entire home/apt,135,3,386,2020-02-06,3.57,1,154
77932,"FAB BDRM w/ PrvtBATH, Patio,Fridge",305973,Maria,,Excelsior,37.73134,-122.42457,Private room,57,30,24,2019-12-22,0.24,14,365
78651,Heart of the Mission: Hot spot,142882,Jessica And Sebouh,,Mission,37.75615,-122.41927,Private room,75,30,92,2019-10-25,0.87,3,254
80394,Hideaway in the Haight,126930,Abla,,Haight Ashbury,37.77065,-122.44252,Entire home/apt,155,30,23,2019-11-03,0.32,1,53
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,439589,Brent,,Western Addition,37.78493,-122.44618,Entire home/apt,83,30,18,2019-12-13,0.17,1,93
81256,MISSION Outr BedRM#2 + 2Beds+Fridge,305973,Maria,,Excelsior,37.73152,-122.42547,Private room,45,30,20,2018-12-24,0.19,14,365
83257,Charming Lower Pac Hts Private Room,453743,Kimberly,,Western Addition,37.78528,-122.44358,Private room,90,1,99,2019-12-16,0.93,1,191
83553,Sutro Garden View,127367,Annette,,Outer Richmond,37.77483,-122.50952,Entire home/apt,85,30,8,2019-05-27,0.08,18,267
84777,Upper Castro Studio,463637,John,,Castro/Upper Market,37.75969,-122.44445,Entire home/apt,85,5,268,2020-02-01,2.51,2,86
87640,"Garden Room/En-suite, Private Entrance",479857,Karin,,Noe Valley,37.7455,-122.42898,Private room,115,2,362,2020-01-25,3.37,1,41
91957,Sunny SF Flat with 5*s,495796,Joy,,Haight Ashbury,37.76194,-122.44929,Entire home/apt,201,30,95,2019-01-01,0.93,1,134
96383,Prime Location Bright Private Room,216682,Jay,,Pacific Heights,37.79176,-122.42476,Private room,59,30,134,2019-10-18,1.26,9,307
99094,Spacious Edwardian Flat SF Mission,522225,Marzio,,Mission,37.76809,-122.42439,Entire home/apt,185,4,410,2020-02-09,22.91,1,0
102951,Monthly Shared Home for Students 2,329072,Darren & Friends,,Chinatown,37.79297,-122.40664,Shared room,30,30,6,2019-04-30,0.07,20,348
105497,Private Room in San Francisco!,547669,Jamie,,Outer Sunset,37.75754,-122.49852,Private room,85,45,4,2019-08-16,0.14,4,364
106025,Gorgeous French Flat near Union Sq.,359813,Annette,,Downtown/Civic Center,37.78535,-122.41515,Entire home/apt,130,30,61,2019-11-03,0.57,1,27
109883,San Francisco Serenity/ lovely home,566147,Adam,,West of Twin Peaks,37.73327,-122.46435,Entire home/apt,125,2,371,2020-02-09,3.52,1,297
110825,Charming Cottage with Bay View,568933,Michael,,Bayview,37.71549,-122.38922,Entire home/apt,120,30,9,2019-08-11,0.09,1,331
114401,Room w/ a View in the Castro!,580606,George,,Castro/Upper Market,37.76102,-122.43005,Private room,125,1,587,2020-02-09,5.53,1,349
115242,Tel Hill-1 Bdr (+sep Queen bed alcove) & Parking,582450,Dawn,,North Beach,37.80591,-122.4083,Entire home/apt,125,30,11,2020-01-08,0.10,1,143
121065,Victorian 1BR/1BA in Castro/Duboce,608445,Hassan,,Western Addition,37.77083,-122.43109,Entire home/apt,200,30,36,2017-07-09,0.38,1,92
126046,SF Victorian With Skyline Views ,625762,Ryan And Lindsea,,Haight Ashbury,37.76813,-122.44494,Entire home/apt,180,30,82,2019-08-24,0.80,2,195
128230,Castro Sanctuary,634277,Maria,,Castro/Upper Market,37.75887,-122.43565,Entire home/apt,328,3,153,2019-11-24,1.45,1,302
130775,Emergency happy room-sink  UCSF/USF-San Francisco,21994,Aaron,,Haight Ashbury,37.76609,-122.45126,Private room,65,32,11,2019-08-17,0.12,9,365
130805,"Hip, Cozy, Creative, Victorian",643713,Sue,,Mission,37.75586,-122.42092,Entire home/apt,97,30,87,2019-12-20,0.82,1,200
132441,"***WINTER SALE NOW***

Calm Cool & Collected",650862,Kurt,,Bernal Heights,37.73974,-122.42299,Private room,69,1,132,2020-01-02,1.25,1,179
134015,"Marina location, rooftop GGB views+ private deck!",657837,Heidi,,Marina,37.80356,-122.42589,Entire home/apt,300,4,72,2019-09-12,0.69,1,16
134193,Charming Family House near GG Park,658666,Terry,,Inner Richmond,37.7806,-122.47597,Entire home/apt,550,4,18,2016-07-31,0.17,1,0
137129,San Francisco Luxury Summer Rental,639671,Mark,,Inner Richmond,37.7879,-122.46474,Entire home/apt,594,7,0,,,1,15
137546,Bernal Heights Gem near SF Mission,672097,Christopher Scott,,Bernal Heights,37.74708,-122.42456,Private room,102,2,241,2020-01-14,2.50,3,130
137672,Charming Private Room in Cozy Apt,673098,Elizabeth,,Inner Sunset,37.76463,-122.47435,Entire home/apt,150,30,14,2013-11-25,0.13,1,363
138592,Modern Architectural Gem - 4 Bdrm,648553,Julie & Brad,,Noe Valley,37.75559,-122.42953,Entire home/apt,1200,5,27,2019-08-25,0.26,2,108
138619,North Beach View & Garden 1BD/1BA,644896,Matthew,,North Beach,37.79835,-122.4042,Entire home/apt,150,30,67,2019-06-10,0.64,1,365
138772,Garden Studio,261304,Claire,,Castro/Upper Market,37.75823,-122.43273,Private room,150,5,65,2020-02-01,0.62,1,131
140568,Bernal Heights San Francisco Value,684131,Mary,,Bernal Heights,37.73874,-122.41624,Private room,90,2,151,2019-09-04,1.44,3,0
142177,"Stylish, Spacious and Quiet Flat!",656263,Noreen,,Outer Richmond,37.78471,-122.48125,Entire home/apt,399,4,197,2020-01-27,1.95,1,124
144978,Prime Location - Small Basic Room,216682,Jay,,Pacific Heights,37.79336,-122.42506,Private room,56,30,119,2019-09-30,1.14,9,222
147443,Best Views in all of San Francisco,709325,Mark,,Diamond Heights,37.74599,-122.44532,Entire home/apt,230,30,108,2019-03-28,1.03,3,310
148559,"Central Victorian Apartment, 2.5 br",717236,Steven,,Castro/Upper Market,37.76787,-122.43172,Entire home/apt,275,5,19,2018-07-30,0.18,1,0
148627,Romantic Marina Garden Studio,709325,Mark,,Marina,37.80094,-122.4275,Entire home/apt,165,60,110,2019-10-29,1.10,3,269
148769,Ground Floor Studio with Garage Parking,709325,Mark,,Twin Peaks,37.75195,-122.44928,Entire home/apt,115,30,180,2020-02-08,2.72,3,0
150347,Cute Private 2Br Apt in the Mission,172182,Brian & Leah,,Mission,37.76202,-122.41876,Entire home/apt,148,30,120,2020-01-14,1.15,2,233
150848,SF Urban Haven & Secret Garden,726513,Nancy,,Potrero Hill,37.762,-122.39391,Private room,75,3,235,2020-02-08,2.29,1,71
162934,Private Room + Private Bathroom,778281,Noelle,,Outer Richmond,37.77761,-122.50378,Entire home/apt,85,30,241,2019-11-06,2.31,2,365
164207,Charming views in peaceful area by Metro subway,783438,Phil,,West of Twin Peaks,37.74159,-122.46578,Private room,69,3,370,2020-02-01,3.54,3,108
166199,Castro Cottage w/ Secret Garden,792371,Matt,,Castro/Upper Market,37.76194,-122.43239,Entire home/apt,220,30,159,2019-07-08,1.54,1,89
166771,DOWNEY STREET - Victorian Flat,794467,Patti,,Haight Ashbury,37.76827,-122.44678,Entire home/apt,185,30,157,2020-02-09,1.52,1,17
175090,FINANCIAL DIST: Gino's Cozy Getaway,127367,Annette,,Financial District,37.79018,-122.40475,Entire home/apt,110,30,24,2015-07-01,0.23,18,362
175102,FIN. DIST: Mario's Studio Penthouse,127367,Annette,,Financial District,37.79076,-122.40403,Entire home/apt,135,30,51,2019-11-28,0.50,18,297
176274,Mission Outr PvtBDRm2D& minifridge,305973,Maria,,Excelsior,37.73143,-122.42325,Private room,36,30,11,2019-10-26,0.11,14,304
177137,Grant Avenue Apartment,817292,Rick,,Chinatown,37.79675,-122.40781,Entire home/apt,135,30,63,2019-09-01,0.61,2,150
183334,Bernal Heights Condo - FABULOUS views!,18732,Cecilia,,Bernal Heights,37.74531,-122.41122,Entire home/apt,250,21,7,2019-11-24,0.07,2,66
183859,"Family-Friendly Flat In San Francisco, CA. USA",882283,Stephen,,Glen Park,37.73626,-122.43677,Entire home/apt,220,3,246,2020-01-24,2.62,1,257
187730,Bohemian Rhapsody in the Mission,142882,Jessica And Sebouh,,Mission,37.75757,-122.41939,Private room,75,29,150,2020-02-01,1.51,3,0
189068,Bernal Heights Live Like a Local,684131,Mary,,Bernal Heights,37.73856,-122.41687,Private room,90,2,173,2019-12-13,1.67,3,0
189894,SF  PRIME MARINA LOCATION RENTAL,916362,Jacqueline,,Marina,37.80318,-122.42977,Entire home/apt,150,6,44,2020-01-06,0.49,1,2
191632,Private Entrance Garden Studio,583207,Maria,,Haight Ashbury,37.77311,-122.44979,Entire home/apt,138,2,492,2020-02-10,4.76,1,217
199480,One room overlooking Precita Park,974441,Peter,,Bernal Heights,37.74557,-122.41187,Private room,90,2,202,2020-01-20,1.96,2,1
201313,Fully Furnished 1 bedroom apartment,984585,Robb,,North Beach,37.8034,-122.40485,Entire home/apt,182,30,2,2018-08-22,0.09,1,357
201579,Renovated Historic Home,986510,Eric,,Western Addition,37.77756,-122.43326,Entire home/apt,136,30,213,2019-05-18,2.07,1,41
206566,Monthly Shared Home for Students 3,329072,Darren & Friends,,Chinatown,37.79507,-122.40498,Shared room,30,30,9,2018-09-05,0.11,20,265
206634,Monthly Shared Home for Students 4,329072,Darren & Friends,,Chinatown,37.79466,-122.40523,Shared room,30,30,6,2019-05-11,0.06,20,365
206637,Monthly Shared Home for Students 5,329072,Darren & Friends,,Chinatown,37.79291,-122.40637,Shared room,30,30,3,2017-06-30,0.04,20,365
207980,"3 Bdrm City View Home w/Parking, deck,",1023546,Bruce,,Noe Valley,37.74446,-122.43776,Entire home/apt,295,2,392,2020-01-27,3.83,1,177
208727,"Full Floor Flat, Priv.Bath Mid-Richmond,",519598,Robert,,Outer Richmond,37.78265,-122.48971,Private room,79,30,29,2020-01-18,0.31,2,132
208831,Virtually Your Own Apt in Nth Beach,1028577,Peter,,Russian Hill,37.80242,-122.4144,Entire home/apt,165,3,480,2020-02-06,4.70,1,90
209514,Haight Ashbury Experience Room 2,1032643,Josh,,Haight Ashbury,37.77118,-122.44963,Private room,92,1,484,2020-02-02,4.72,5,358
212265,"Sunny Condo in the Mission, San Francisco",1094844,Cynthia & Donald,,Mission,37.75551,-122.40882,Entire home/apt,195,5,11,2019-04-29,0.73,1,0
212783,Haight Ashbury Experience Room 1,1032643,Josh,,Haight Ashbury,37.77108,-122.44942,Private room,98,1,452,2020-01-25,4.41,5,331
213532,Haight Ashbury Experience Room 4,1032643,Josh,,Haight Ashbury,37.77085,-122.44811,Private room,78,1,498,2020-02-01,4.86,5,324
213854,Victorian Flat,1103149,Lex,,Castro/Upper Market,37.76146,-122.43817,Entire home/apt,325,30,38,2019-06-24,0.38,1,50
216042,Bernal Heights Views Garden Hottub,1115353,Jocelyn,,Bernal Heights,37.74382,-122.41773,Entire home/apt,147,5,49,2018-10-09,0.48,1,2
216064,AUMVersity Subodhi Room,812808,Mukt,,Outer Mission,37.72652,-122.43468,Private room,75,2,260,2020-02-09,2.65,2,0
217106,Great Ashbury Studio in SF  #3,374909,Eric,,Haight Ashbury,37.76468,-122.44523,Entire home/apt,100,30,45,2019-11-02,0.44,13,364
220418,Haight Ashbury Experience Room 3,1032643,Josh,,Haight Ashbury,37.77042,-122.45019,Private room,78,1,440,2020-01-31,4.30,5,342
221342,Penthouse Master Suite Panoramic View with Decks,285168,Bill,,Russian Hill,37.80281,-122.4154,Private room,139,2,210,2020-02-07,2.05,4,64
224579,Beautiful luxury house w/ Deck,1168946,Armelle,,Mission,37.75632,-122.40478,Entire home/apt,145,2,116,2020-01-04,1.14,1,43
225933,Art lovers to the Duboce Triangle!,1177567,Marcia,,Castro/Upper Market,37.7684,-122.43086,Private room,99,3,191,2019-09-03,1.92,1,80
226594,Beautiful Cole Valley/Haight Flat.,1191853,Steve,,Haight Ashbury,37.76968,-122.45193,Private room,120,1,115,2020-01-27,1.13,2,138
229240,Dorm Bed In Friendly Hostel Community #3,329072,Darren & Friends,,Financial District,37.79341,-122.4034,Shared room,45,1,365,2020-02-06,3.58,20,75
229319,Bernal pied-à-terre,12798954,Anya,,Bernal Heights,37.73819,-122.41566,Entire home/apt,135,30,18,2016-01-19,0.18,2,0
231129,Nob Hill Mini Mansion 4b/4b,1208533,Antonio,,Nob Hill,37.79114,-122.41029,Entire home/apt,989,2,70,2020-01-26,0.71,5,331
231752,Mid-Century Garden Flat in Charming Upper Castro Victorian,691445,LeighAnna,,Noe Valley,37.75565,-122.44022,Entire home/apt,175,30,78,2019-11-20,0.78,1,202
232060,Lovely Private Suite Near UCSF- Monthly Only,1214006,Syl & Art,,Inner Sunset,37.75855,-122.46444,Entire home/apt,99,30,113,2017-09-25,1.16,1,255
238190,Contemporary Penthouse with Two Beds and City View,285168,Bill,,Russian Hill,37.80301,-122.41581,Private room,99,2,222,2020-02-05,2.19,4,59
